"","select_reject_by (Wim/Christophe)","select_reject_by (Kural)","notes","title","abstract","year","authors","source_title","volume","issue","pages","doi","source","notes (Wim/Christophe)","notes kural"
"1398"," "," "," ","perimeter lighting for security","it is generally accepted by security managers in both government and the private sector, that the contributions of perimeter lighting to a physical security system are based on a triad consisting of: (a) psychological deterrence, (6) detection and identification, and (c) incapacitation. in theory it is difficult to question the validity of this concept. in practice, however, this triad is supported by a rather weak analytical and experimental base. the deterrent effects of lighting are inferred from limited, and often uncontrolled, studies of urban crime patterns together with a plethora of subjective opinion. a variety of innovative experimental approaches have been applied to the problem of detection and identification but verirication in the field is lacking. the incapacitating effects of lighting rests on a relatively firm experimental foundation but the various techniques are on the one hand subject to countermeasures, and on the other nondiscriminating, affecting both intruder and security force equally. this investigation identifies what are, in the author's view, experimental shortfalls in the area of security lighting effectiveness and summarizes u.s. army mobility equipment research and development command's plan to fill these experimental voids by a systematic series of testing.  © 1981 by astm international.","1981","morgan j.h.","astm special technical publication","stp 729",NA,"190-196","10.1520/stp28086s","Scopus"," "," "
"1399"," "," "," ","studying addicts over time methodology and preliminary findings","this preliminary report of findings pertaining to the ""natural history"" of narcotic addiction was based on a systematic random sample of males identified as narcotic abusers by the baltimore city police department over a twenty year period (1952-71) and thus differs from other studies of addiction in that it represents a community-wide population of narcotic users. the sample was stratified by year of identification as well as by race and consisted of equal numbers of blacks and whites. personal interviews with subjects were conducted using a structured questionnaire, and a special staff was used to locate and obtain permission to interview. of the 349 persons in the sample, 343 were located, with a substantial proportion being out-of-state. among the 343 located, 57 were dead, two were psychotic, six were not located, and 17 refused to be interviewed. thus, 267 of the 290 potentially interviewable subjects were actually interviewed, which represents an interview response rate of 92% the mean age for the entire interviewed sample at time of first identification was 24.4 years, with the comparable figure for blacks being 1.8 years higher than that for whites. the mean time-interval for police identification of respondents as narcotic users after the beginning of regular use was nearly five years, but the variation surrounding this figure was high. in particular, the figure was higher for blacks than for whites, with no consistent trend over time shown for either race. the year of first regular narcotic use for the interviewed sample ranged from 1910 to 197 1. mean age at first regular narcotics use was 20.1 years overall, with very little difference between whites and blacks in this respect. approximately one-fourth of those interviewed were currently using narcotics, about one-fifth were in treatment, and the remainder (56.9% reported themselves as not using narcotic drugs at the time it is emphasized that this paper represents only a preliminary step in the analysis and presentation of data obtained in a three-hour comprehensive interview. future papers will examine individual and group trends since first regular use of narcotics with respect to drug taking, living arrangements, work, criminal activity, drug selling, other sources of income, and pattern of daily activities. © 1975 informa uk ltd all rights reserved: reproduction in whole or part not permitted.","1975","nurco d.n.; bonito a.j.; lerner m.; balter m.b.","american journal of drug and alcohol abuse","2","2","183-196","10.3109/00952997509002733","Scopus"," "," "
"1400"," "," "," ","the pattern of drop out of smear positive cases at an urban leprosy centre","one hundred nineteen smear-positive leprosy cases registered at an urban leprosy centre in bombay in 1991 were followed for three years to study the 'drop-out' pattern in them and judge the utility of some corrective measures for the same. the measures included having maps showing exact location of the patient's residence, paying home visits on registration days and subsequent persuasion and counselling both at the clinic and at the residence of patients. the results were compared with 'drop-out' in smear-positive cases registered at the same centre in 1989, 1990, 1992 and 1993. by introduction of the special measures, the 'drop-out' rate was significantly reduced from 52% (for other years) to 36% (1991). the expenses incurred for the successful recovery of 'drop-out prone' patients and ensuring regularity in drug intake was rs. 659/- per patient. this study of 'drop-out' patient shows that there are three categories of the so-called drop-outs: (i) the false 'drop-outs' (51%): these patients get transfer as per their convenience to other leprosy centres or medical services (private practitioners or consultants) within the city (ii) drop-outs due to migration: the migration is forced on them due to some genuine reason, and (iii) persistent offenders: this is a group of adamant, non co-operative, or, distressed patients. for the first two categories of patients it is advisable to introduce a good referral system. for the recalcitrant defaulters, supervised short-term drug therapy will probably be the best option.","1996","naik s.s.; more p.r.","indian journal of leprosy","68","2","161-166",NA,"Scopus"," "," "
"1401"," "," "," ","a behavior based anti worm system","we propose a behavior-based intrusion detection and response system for internet worms called lambent anti-worm system (laws). laws can detect the intruded services and influenced range automatically. besides, it also can analyze the key information of the intrusion. we can prevent worm distribution and intrusion in advance via the information provided. in addition, to detecting and preventing the distribution of a well-known malicious worm, laws can also defend for future, unknown, or new malicious worms. mobile agents will help laws to form a defense system for other law's users over the internet. the contribution of our system is to decrease the response time of attack and reduce the damaged range. at the same time, it also diminishes the damage and decreases the fixed cost. © 2003 ieee.","2003","hung j.c.; lin k.-c.; chang a.y.; lin n.h.; lin l.h.","proceedings - international conference on advanced information networking and applications, aina","2003-january",NA,"812-815","10.1109/aina.2003.1193006","Scopus"," "," "
"1402"," "," "," ","transport network design and mode choice modeling for automobile distribution a case study","this paper describes the development and implementation of a mixed integer programming type model designed to determine the best transport mode and rail network location strategy for a leading international automobile manufacturer to supply its north american dealers. in particular, this manufacturer wished to establish a plan for its future vehicle distribution that would determine the best mix of truck, conventional rail and containerized intermodal rail to transport cars and light trucks from its north american plants and ports of entry to its dealers. further, the manufacturer desired to evaluate the proper number, types and locations of rail terminals required for its distribution network. this paper is intended to provide a perspective on the practical application side of this study and how one can conduct such studies in a condensed time period. thus, in addition to describing the study problem, results and benefits, we also emphasize such topics as how one can manipulate relatively ""user friendly"" commercial software to address potentially complex mode choice and location problems. © 1996 elsevier science ltd.","1996","miller t.; wise d.; clair l.","location science","4","1-2","37-48","10.1016/s0966-8349(96)00007-1","Scopus"," "," "
"1403"," "," "," ","multi choice policing in africa is the continent following the south african pattern","the article provides an overview of private and community policing in africa and compares this with the experience of south africa. it does so within the paradigm of multi-choice policing, since in any situation there are often a surprising number of policing agencies offering localised protection of different levels of legality, effectiveness, availability, methods and services. the article examines informal organised security groups; informal commercial security croups; state approved civil guarding; dispute resolution forums; religious police; ethnic/clan militias; political party militia groups; civil defence forces; and traditional courts. the overview finds both convergence with and divergence from south african policing as a result of historical, political and economic factors. the article concludes that multi-choice policing is engrained in every community of africa with the specific form of policing protection chosen being determined by availability, cost and preference for their methods. two important governance issues confront africa. first, to establish both the scale of multi-choice policing and the contribution each group can make both to protection from crime, and to restorative and punitive responses to abuses. second, to devise national strategies of law and order that integrate, regulate, mobilise and empower all those willing to preserve law and order in an acceptable manner. © 2004, copyright taylor & francis group, llc.","2004","baker b.","society in transition","35","2","204-223","10.1080/21528586.2004.10419116","Scopus"," "," "
"1404"," "," "," ","design and implementation of high performance intrusion detection system","the fast extension of inexpensive computer networks has increased the problem of unauthorized access and tampering with data. as a response to increased threats, many network-based intrusion detection systems (nidss) have been developed, but current nidss are barely capable of real-time traffic analysis on fast ethernet links. as network technology presses forward, gigabit ethernet has become the actual standard for large network installations. therefore, there is an emerging need for security analysis techniques that can keep up with the increased network throughput. we have made effort to design and implement high-speed ids that is run as a lower branch of our system named 'network security control system (nscs)'. our ids named 'security gateway system (sgs)' has a pattern matching approach through the fpga (field programmable gate array) logic and kernel logic as detection mechanism that can be applied to gigabit-ethernet links. in this paper, we briefly introduce the whole architecture of our system designed to perform intrusion detection on high-speed links. and then, we present the efficient detection mechanism that is run by cooperation of fpga logic and kernel logic. in other words, we focus on the network intrusion detection mechanism applied in a lower branch of our system. © springer-verlag berlin heidelberg 2004.","2004","kim b.-k.; kim i.-k.; kim k.-y.; jang j.-s.","lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics)","3046 lncs","part 4","594-602","10.1007/978-3-540-24768-5_63","Scopus"," "," "
"1405"," "," "," ","implementation and performance evaluation of high performance intrusion detection and response system","many intrusion detection systems are developed till now to respond network attacks, which is increasing more and more in number and has polymorphic/metamorphic nature. most of these systems, however, have problem to process traffic volume that is increasing continuously whereby systems are designed and developed only for real-time security analysis over fast ethernet network. therefore it is necessary to research on security analysis mechanism which is capable to process high traffic volume over the high speed network such as gigabit ethernet network. this paper proposes gigabit intrusion detection system to detect and respond attacks on the high speed network. it is possible through the pattern matching functions which is based on the packet header and data that is processed in the system kernel level and fpga logic. our proposed gigabit intrusion detection system has hardware architecture that can provide efficient way to detect and respond variant attack behaviors on high-speed and high volume large-scale network. © springer-verlag 2004.","2004","kim h.-j.; kim b.-k.; kim i.-k.","lecture notes in computer science (including subseries lecture notes in artificial intelligence and lecture notes in bioinformatics)","3043",NA,"998-1006","10.1007/978-3-540-24707-4_112","Scopus"," "," "
"1406"," "," "," ","forensic computing","the aspects of forensic computing for examining digital devices forensically, to extract evidence in a form that can be presented in court were discussed at an annual lecture organized by the bcs and the royal signals institution. the devices that can provide evidence include pcs and electronic organisers, electronic cash registers, mobile phones and cameras. it is vital to ensure continuity of evidence, and to ensure that an exhibit is signed for as it moves from person to person and that it is never in an unknown state and never open to contamination or change. the speakers highlighted some software products which can be used to examine disc and memory contents, like a product that can create a gallery of live and deleted files and pictures.","2003",NA,"computer bulletin (london, 1986)","45","4",NA,"10.1093/combul/45.4.28","Scopus"," "," "
"1407"," "," "," ","enemy in the consulting room the impact of terrorism and armed struggle on the course of therapy of palestinian arabs with an israeli jewish analyst","when patient and therapist belong to two opposing ethnic groups that are engaged in war and terror, anonymity, neutrality, and indeed psychotherapy itself become almost impossible. primitive transferences that involve suspicion and hostility are mobilized from the very beginning, and sadomasochistic power struggles threaten the therapeutic alliance at all times. case vignettes from the treatment of three palestinians by an israeli analyst illustrate how developmental traumas may be reenacted in the relationship with an ""enemy"" therapist. from the therapist's perspective, this relationship may necessitate considerable technical flexibility, as well as a willingness and a capacity to tolerate and contain paranoid, hateful, and sometimes murderous feelings within the therapeutic dyad. from the patient's perspective, this involves the difficult task of trusting the enemy. it is virtually impossible to disentangle the personal from the political under conditions of national conflict, and their overlap may contribute to the development of extreme cultural attitudes to terrorism. against this backdrop, the choice of an ""enemy"" therapist may reflect patterns of deeply ambivalent object relations, and may offer an opportunity to work through them as both parties oscillate between hate and hope.","2003","yovell y.","psychoanalysis and psychotherapy","20","2","157-173",NA,"Scopus"," "," "
"1408"," "," "," ","a comparison of two treatment programs for alcoholics","the purpose of this study was to compare the effectiveness of two types of alcoholism treatment programs, one of which consisted of intensive in-patient care and extensive follow-up care (experimental group), while the second consisted of less extensive in-patient care and no follow-up care (control group). the total sample of 255 patients was characterized in general by low educational and occupational attainment, problematic marriages, marginal residence patterns, and varied health problems, in addition to servere drinking problems of long-term duration. to assess the effects of the two treatment programs on subsequent social adjustment, seven dimensions of social functioning were utilized—drinking behavior, socioeconomic status, residential quarters, migration, general health, illegal behavior, and social stability. on all seven measures, both groups showed improvement at a one-year follow-up in comparison to intake, with the direction of gains being greater for the experimental group. however, while the experimental group always led the control group in percentage improvement on all measures, these differences were not always of the high order of statistical significance that would have fully confirmed the hypotheses under investigation. © 1972, sage publications. all rights reserved.","1972","pittman d.j.; tate r.l.","international journal of social psychiatry","18","3","183-193","10.1177/002076407201800304","Scopus"," "," "
"1409"," "," "," ","place characteristics in elderly migration research","this guide reviews the place characteristics used to explain elderly migration in empirical research  published since 1973. eighty-four place variables have been employed in 36 studies of elderly mobility between states, counties, or metropolitan areas. each entry shows the reported effects of a particular characteristic (snowfall, cost of living, crime rate, etc.) on the inmigration, outmigration, or net migration of the older population. relationships significant at the 0.05 level are identified as direct or inverse. analyses of particular age or racial groups are shown separately. readers may wish to locate the papers in which a particular variable was used, to evaluate the consistency of findings across studies, or to identify relationships in need of further investigation. -author","1994","walters w.h.","bulletin of bibliography","51","4","341-354",NA,"Scopus"," "," "
"1410"," "," "," ","the mobility of criminals in north west england circa 1880 1910","this paper focuses on the mobility of one specific group of the uk population: those people who were charged with a crime and detained in prison in the late 19th century. police records for the cumbrian (westmorland) town of kendal not only give details of the charges made in kendal, but also list a large number of previous and subsequent offences including the place where the charge was made. those who had no fixed address were often skilled and middle-aged, committed relatively minor offences but were quite harshly treated by the law. it seems likely that their high re-offence rate reflects the attitude of police to trampers rather than their predisposition to crime. although those with no fixed address were more mobile than those with a fixed address, the pattern of their mobility was not atypical. 45.1% of those without a fixed address had moved only 31 miles (50 km) or less before re-offending and there is no significant difference in the length of time between the end of their sentence and another charge for the two groups. those charged with crimes in kendal rarely moved outside northern or midland england and most moved over relatively short distances within territory with which they were probably familiar. -from author","1994","pooley c.g.","local population studies","53",NA,"14-28",NA,"Scopus"," "," "
"1411"," "," "," ","the choice of crime an empirical analysis of juveniles criminal choice","this article applies the theory of individual rational choice to micro data on the criminal activity of juveniles. the individual choice model is developed and applied to data on 1,171 files on property offenses adjudicated by the family court between 1972 and 1976. it is found that the type of crime chosen, as indicated by the charge at the time of arrest and the final charge, is influenced by sex, age, number of prior referrals to the court, ethnic extraction, and place of residence of the juvenile. as the effect of each of these individual characteristics on the probability of selecting the various crimes differs, the choice of crime exhibits dynamic features; as the individual age increases, and as the number of prior referrals to court increases, the probabilities of selecting particular crimes change. these features are examined by generating the probabilities and examining the patterns which emerge. © 1982.","1982","ghali m.a.","journal of criminal justice","10","6","433-442","10.1016/0047-2352(82)90076-9","Scopus"," "," "
"1412"," "," "," ","the new correctional era implications for manpower and training","changes in the treatment of criminals usually have required increases in size and changes in training of treatment staffs. the pattern currently emerging, pioneered in the care of the mentally ill, involves less exclusive reliance on highly trained treatment specialists and more infusion of treatment concerns and skills in line staff. also, the boundary between institution and community treatment is becoming obscured because of new transitional pro cedures and facilities. strains develop with these changes because of inmate and staff comfort in fixed statuses, defects in much new treatment, inadequate research to evaluate treatment, and failure to recog nize that optimum treatment varies with the type of offender. the changes also create severe manpower problems. shortages in re search personnel can be met by new recruitment strategies and by procedures which combine operations and research records, thus improving both. the primary need, however, is in recruit ment and training of line personnel who are committed to cor rectional careers and oriented to correctional change. the cor rectional rehabilitation study act of 1965 mobilizes educational and professional organizations for coordinated effort to meet these needs. © 1966, sage publications. all rights reserved.","1966","glaser d.","crime & delinquency","12","3","209-216","10.1177/001112876601200301","Scopus"," "," "
"1413"," "," "," ","copping crack the travel behavior of crack users","considerable attention has been directed to the incidence and distribution of crack in urban areas. in response to public concern about the presence of crack in residential neighborhoods, law enforcement agencies have implemented various law enforcement strategies aimed at reducing or eradicating drugs from urban environments. these strategies, however, have failed to consider crack users' mobility patterns. because any effort to reduce crack consumption and distribution should consider these patterns, this research assesses the journey to purchase crack and suggests some areas of future research. initially the research determines how far crack users travel to purchase drugs and considers whether crack users who travel less than.5 mile on average differ significantly from those who travel more than.5 mile. this study examines whether this difference is due to individuals’ socioeconomic factors to characteristics associated with the drug-buying event. discriminant analysis shows that crack users travel varying distances to purchase the drug. in explaining these differences, gender is an important lifestyle indicator, and the tendency to “cop” in the user's residential neighborhood is a major event characteristic. characteristics associated with the crack-buying event are generally more important than individual characteristics in explaining the distances traveled. © 1995 academy of criminal justice sciences.","1995","pettiway l.e.","justice quarterly","12","3","499-524","10.1080/07418829500096111","Scopus"," "," "
"1414"," "," "," ","towards a standardised approach in cross national spatial crime research a case study analysis","the lack of a standardised approach in cross-national spatial crime research limits the creation of consistent, reliable and valid knowledge regarding the spatial dimension of crime and crime causation across contexts. this begs the question: what is the most appropriate or ‘correct’ methodological approach to follow in order to measure crime and its causation in any context? this question is initially answered by undertaking a spatial analysis of crime in khayelitsha, south africa. khayeltisha (the primary study site) is home to one of the most deprived, marginalised, crime-ridden and socially disorganised communities, not only in south africa but in the world. a largely ineffective police force together with unchecked and informal policing structures, unreliable and uncertain political support have contributed to unmanageable crime. subsequently, there is a desperate need to generate valid empirical knowledge and an understanding of crime patterns as they relate to the social and economic environment.this study uses social disorganisation as a guiding framework to gain a more thorough theoretical understanding of crime and the ecological characteristics that can affect it within the context of khayelitsha. the central tenets of the theory, that describe the level of social disorganisation of a place, include socio-economic deprivation, family disruption, residential mobility, racial heterogeneity and urbanisation. these characteristics are however notoriously difficult to quantify and the choice of variables used to represent the central tenets of the theory are often inconsistently interpreted. in the first part of the study, i demonstrate how the numerous ways in which these characteristics can be operationalised continuously yield conflicting results, which raises questions regarding its applicability in a developing context. in the analysis, three separate sets of variables, consistent with social disorganisation theory, are tested using regression modelling, to illustrate these inconsistencies. results are shown to vary in significance and predicted associations across almost all the individual variables representing the same structural neighbourhood characteristics.this raises the question of appropriate definitions and descriptions of variables together with the suitability of various combinations of variables used as proxies for concepts synonymous with social disorganisation theory. the findings also refutes any assumption that different sets of variables applied as proxies for the same tenets of social disorganisation would perform similarly and bring into question results from the plethora of prior local and international research that have used the social disorganisation theory as a framework to guide the selection of variables in spatial crime analysis.as a solution, in the second part of the study, i propose the use of standardised variables in spatial crime research using variables informed by the international organization for standardization (iso) indicators. these variables are used to measure social disorganisation in khayelitsha (in south africa) and fort lauderdale (the secondary and comparative study site in the united states), allowing for a crossnational comparison of the causes of crime in these two contexts. the iso 37120 indicators, in particular, provide guidelines to create clearly defined, standardised measurements, and consequently consistent indicators comparable over time or space. this is currently lacking in cross-national comparative crime studies applying social disorganisation theory. the indicators promote cross-national information sharing, transparency and open data. furthermore, this approach offers the benefit of contributing towards the creation of a reliable foundation of globally standardised data, which can assist in building core knowledge, and can be used for comparative knowledge sharing in spatial research of crime.","2022","groeneveld, gretha","pqdt - global",NA,NA,NA,NA,"ProQuest"," "," "
"1415"," "," "," ","vermogenscriminaliteit en mobiel banditisme introductie","property crimes and mobile banditry: an introductionthis editorial focuses on traditional types of property crime in the netherlands and belgium, such as burglary and theft, and property crimes involving mobile organised crime groups (mocgs) originating from eastern and south-eastern europe and the balkan countries. over the past four decades, a relatively limited number of studies addressed specific types of traditional property crime, but in both countries a body of literature focusing on target selection by residential burglars has been established. overall, a wide range of perpetrators can be identified, for example individual opportunists; itinerant groups which mostly originate from urban networks who commit property crimes in their areas of residence, but also in other parts of the country and abroad; and foreign mobile organised crime groups. similar to observations in other countries, traditional property crime also dropped substantially in the low countries, although since 2022 figures regarding for instance car theft, theft of vehicle parts, e-bikes, and pickpocketing have started to increase. a solid explanation for both the crime drop and the recent rise in crime levels cannot be provided, although the latter is associated with increased activity of mocgs, which may now be responsible for a quarter to one-third of traditional property crime. highly professional mocgs from eastern europe, and lithuania in particular, focus on burglary, theft of expensive cars and e-bikes, agricultural produce and equipment, and theft of car parts, such as navigation, steering, and airbags. mocgs originating from south-eastern europe and the balkan countries are often composed of men, women and children and focus for instance on shoplifting, pickpocketing, residential burglary, metal theft and (forced) begging. in both cases, some members, particularly minors but also adults, can be considered victims of criminal exploitation.","2024","spapens, toine; siegel, dina; vander beken, tom","tijdschrift voor criminologie","66","2",NA,NA,"ProQuest"," "," "
"1416"," "," "," ","child abductors who have killed their victims a theoretical approach to spatial analysis","despite the intense and prolonged public attention received when a child is abducted and killed, there are major gaps in the academic literature. one of the gaps pertains to the distances traveled by the offender between key crime locations. the overall aim of this study was to provide information concerning typical travel distances of offenders. this project utilized an archival data set compiled by the federal bureau of investigation, national center for the analysis of violent crime. the database constructed for this project consisted of 72 victims who were abducted and murdered by 68 offenders. the date range for these offenses was 1970–2006. the research questions were addressed with t-tests for independent samples and multiple linear regressions. three primary dependent variables under investigation in this study were (a) the distance between the offender's residence and the abduction site, (b) the distance between the abduction site and the disposal of the victim's remains, (c) the distance between the location of the body disposal site and the offender's residence. additionally, a multitude of bivariate analyses were examined. the variables examined in various combinations using bivariate analyses were offender characteristics, victim characteristics, distance variables, and crime event variables.  although findings were primarily insignificant, they contribute to the general literature regarding child abduction homicide offenses. while a number of studies have related child abduction/homicide to specific contexts, little research has been done relating child abduction to theoretical frameworks. this study explored routine activities theory, rational choice theory, and crime pattern theory as they relate to the geographical behavior of child abductors/murderers.","2015","desa, tonya m.","proquest dissertations and theses",NA,NA,NA,NA,"ProQuest"," "," "
"1417"," "," "," ","an analysis of regional corporate injustice culture and acoountability","coal miners’ struggles with black lung disease can be traced to the 1800s. back then, coal miners fought to make the industry accept that coal mine dust was the culprit behind black lung disease, but they failed. by 1900, some clinicians started recognizing that coal miners suffered from anthracosis or asthma. the miners realized that they could accomplish more if they worked as a team and formed the united mine workers of america. they attempted to get compensation for disabled coal miners but failed repeatedly. their hard work gradually brought about change with the passage of the 1969 federal coal mine health and safety act which allowed the government to inspect coal mines, establish safety coal-dust level policies, and compensate sick coal miners. gaining black lung disease benefits was not as easy as expected. despite several thousand coal miners applying for black lung disease benefits, only a few thousand received them since the coal companies would mostly appeal benefit award claims for decades until the coal miner and/or his wife gave up or died. after the act was passed, there was a decrease in black lung disease cases until 2000, when the number started to rise again, especially among young coal miners.many scholars have been looking for an explanation for the sudden increase in black lung disease cases since 2000. some theorize that the increase was caused by coal mining companies cutting corners and not maintaining safe coal dust levels; the true extent of the problem was unknown because all coal miners do not test themselves for black lung disease. this research uses rational choice theory to analyze the decisions of key players, such as the federal government (congress and the president), coal miners, black lung disease medical experts, coal mine operators/owners, and appellate courts, to identify patterns in the way their decisions impacted the us department of labor’s ability to implement the 1969 federal coal mine health and safety act (policy) and the amendments added years later and also determine whether the federal government has properly implemented coal mining safety and health policies in the coal mining industry. the researcher would consider coal mine explosion investigations, criminal and/or civil cases related to coal mine explosions, violations to environmental protection agency policies, and attempts by coal miners, and watchdog and coal mining organizations to obtain monetary damages and/or a judicial order to stop the federal government from issuing a coal mining permit or stop implementing the policies for coal mining federal agencies such as the msha. coal mine explosion investigations and criminal/civil cases began in 2000 and has continued since then. the literature review suggests that the black lung cases among coal miners first noticeably rose in the mid 1990s. this research will answer the following questions:1.	how are the major findings of the mine explosions reports, criminal cases, and civil cases related to the administration of justice?2.	how are the major findings from the mine explosions reports, criminal cases, and civil cases related to the administration of black lung disease benefits?3.	how do the actions of key players (state and federal legislators, coal mining operators/owners, coal miners, and the federal government and federal agencies) possible hinder the us department of labor’s ability to implement the 1969 federal coal mine health and safety act (policy) and its later amendments? how can it be determined whether the federal government has properly implemented coal mining safety and health policies in the coal mining industry?","2021","basilio, antonio","proquest dissertations and theses",NA,NA,NA,NA,"ProQuest"," "," "
"1418"," "," "," ","shops predicting shooting crime locations using principle of data analytics","it is the fact that crime affects all aspects of human life. shooting crime has long been a major and serious problem of some us cities.  according to 2017 national statistics, cleveland was ranked as the 5th, cincinnati as the 9th, and columbus as the 21st deadliest city in the us. the analysis of any historical crime data reveals that crime is non-randomly distributed in time and space. based on this notion, hot spots policing has gained its momentum to effectively predict future crime locations and to direct limited resources of the police to the places where the need is greatest. hots spots policing approach tries to predict shooting locations ahead of time to increase the quality of life. recent studies; however, pointed out that traditional hot spots policing occasionally predict rare crimes such as homicides and shootings due to their less frequent recurring counts in a given place and time (specifically for shorter time periods such as weeks and months). given this context, we developed a new shooting prediction system (shops) to explore whether recent dynamic/mobility activity patterns of known violent individuals increase the prediction of short-term fatal and non-fatal shootings compared to the traditional hot spots policing. findings suggest that shops predicts fatal and non-fatal shooting locations more precisely by identifying fewer hotspot locations. policy implications of the study were discussed in the conclusion section.","2019","varlioglu, muhammed said","proquest dissertations and theses",NA,NA,NA,NA,"ProQuest"," "," "
"1419"," "," "," ","residential mobility and desistance from crime and substance use during the transition to adulthood","in recent years, criminologists have increasingly focused on understanding stability and change in crime over the life-course. transitions such as marriage, work, and military service are considered to be potential turning points in the life-course that redirect one’s criminal career. relatively neglected in life-course scholarship is a consideration of whether residential mobility is also a turning point that facilitates desistance from crime and substance use. the few studies that have examined this topic suggest that individuals who make long-distance moves are less likely to engage in crime compared to those who stay or those who make short-distance moves within their community (kirk, 2009; 2012; laub and sampson, 2003; osborn, 1980; sharkey and sampson, 2010; shaw, 1966). yet, several important gaps in the literature exist. the purpose of this dissertation is to advance life-course scholarship by addressing two important gaps in the existing body of research on residential mobility and desistance. first, this dissertation is the first study to examine the relationship between residential mobility (defined as a between-county move) and desistance from crime and substance use during the transition to adulthood. this gap is noteworthy given that residential mobility is an age-graded life event that is central to the transition to adulthood. in the u.s., rates of residential mobility are highest in the young adult years compared to any other developmental period, and scholars suggest that such moves constitute key role transitions and have important implications for locational attainment. second, this dissertation is also one of the first studies to examine whether the relationship between residential mobility and desistance from crime depends on the context of the move. although the average effect of moving may be protective, the effect likely depends on a number of factors. two factors may be especially salient to residential moves during the transition to adulthood: (1) whether the move occurs in the presence of other adult social roles and (2) whether the move results in improvements in community context. there are reasons to expect residential mobility to have stronger or weaker effects depending on these features. this dissertation uses public and restricted geocode data from the national longitudinal survey of youth 1997 (nlsy97). these data contain a wealth of information about the transition to young adulthood, including respondents’ residential mobility, crime and substance use, adult social roles, and community context. in addition, restricted geocode data allows me to construct residential mobility patterns of respondents from 1997–2013 and determine the county-level characteristics of every residential location respondents reported living at during the survey. the primary contribution of this dissertation consists of three empirical chapters. the first empirical chapter examines the effect of residential mobility on desistance from crime and substance use during the transition to adulthood. the second empirical chapter examines whether the effect of residential mobility on crime depends on whether the move is accompanied by positive or negative adult social role transitions. the last empirical chapter examines whether moving into, out of, or remaining in counties marked by concentrated disadvantage and racial/ethnic segregation influences desistance from crime. in all three chapters, random effects regression is used to model within-individual change in residential mobility on change in offending, controlling for important time-stable and time-varying confounders. results revealed that respondents experience immediate reductions in offending after moving, but with delinquency and substance use, the reductions were smaller (and possibly shorter lived); whereas, the reductions for arrest were larger and more sustained. results also revealed that the effects of moving were relatively robust across key groups (i.e., gender, race, age, and criminal propensity). finally, results revealed that the effects of residential mobility often depend on whether they are accompanied by adult social roles as well as the community context.","2018","widdowson, alex oswald","proquest dissertations and theses",NA,NA,NA,NA,"ProQuest"," "," "
"1420"," "," "," ","out of sight out of mind awareness space and mobile offenders","research into offender mobility has shown that, generally speaking, most offenders commit crimes in the vicinity of their homes. several approaches can be taken to explain such behavior, including rational choice of perspective which states that offenders weigh their costs and benefits, and offender's awareness space which refers to all spaces of which an offender has knowledge. here, van daele and vander beken address how the crime patterns of mobile offenders are shaped by their awareness space.","2011","van daele, stijn; beken, tom vander","european journal of crime, criminal law, and criminal justice","19","2",NA,"https://doi.org/10.1163/157181711x566326","ProQuest"," "," "
"1421"," "," "," ","does insider trading pay","purposethis paper analyzes trading and tipping activities in insider trading litigation decided by federal courts from january 1, 2012 to december 31, 2014.design/methodology/approachlegal documents from the us securities and exchange commission, lexisnexis and westlaw databases were coded to determine profile, patterns of trading and settlement outcomes.findingsresults of statistical analysis indicate that a defendant in both civil and criminal cases is more likely to trade on the information when he/she receives a direct, financial benefit from breaching his/her duty of confidentiality. the defendant tipper is also more likely to pass on the information to a close personal friend, business associate or family member. the average amount of profit of defendants in both civil and criminal proceedings substantially exceeds the average amount of their settlements.originality/valuethis paper offers support for the rational choice model – insider trading is often based on rational calculations of benefits not only to the defendant but also to his/her family and associates. although the threat of civil enforcement and criminal proceedings may possibly deter him/her from committing the crime, results indicate that the amounts of settlement in both proceedings are considerably lower than the amount of profits obtained from the offense.","2019","spaic, aneta; claire angelique nolasco; lily chi-fang tsai; vaughn, michael s","journal of financial crime","26","2","647-664","https://doi.org/10.1108/jfc-07-2018-0068","ProQuest"," "," "
"1422"," "," "," ","a time for a crime","objectives:this article examines to what extent repeat offenders’ crime location choices are conditional on the timing of the offenses within the week and within the day. extending crime pattern theory, we argue that offenders acquire time-specific rather than general knowledge of their environment. we hypothesize that offenders are more likely to offend in previously targeted areas at similar than at different days and times.methods:data on 12,639 offenses committed by 3,666 repeat offenders in the netherlands are analyzed using discrete spatial choice models.results:offenders are most likely to offend in areas they already targeted before at similar parts of the week and similar times of the day, especially when the previous offense was committed on exactly the same weekend day or weekday and at the same hour of day. offenders are less likely to return to previously targeted areas at different times of the week and day, and least likely to offend in areas they never targeted before. the effects were stronger for the same than for different types of crime.conclusions:assessing cyclic time patterns in crime location choice not only enhances our understanding of spatial criminal decision-making, but could also improve predictive policing methods.","2018","van sleeuwen sabine e m; ruiter stijn; menting, barbara","the journal of research in crime and delinquency","55","4","538-568","https://doi.org/10.1177/0022427818766395","ProQuest"," "," "
