"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"From contestation to conviction: terrorism expertise before the courts","","TASNIEM ANWAR; de Goede, Marieke","Journal of Law and Society","Scholarly Journals","","48","2","2021-06-01","Jun 2021","137","157","137-157","0263323X","","","ENG","This article asks how terrorism expertise has been mobilized in recent trials on terrorism financing. How is expert knowledge concerning ongoing and complex political situations involving alleged terrorism translated into factual evidence before a court of law? What kind of sources do courts use in terrorism cases, and what kind of expert knowledge is acknowledged or ignored? Through analysis of concrete cases under the United Kingdom (UK) Terrorism Act (2000) and the Dutch penal law Article 421Sr, we show how contested terrorism expertise becomes ‘certified knowledge’ that holds together as grounds for conviction before a court of law. This article contributes to socio‐legal debates on legal knowledge in two ways. First, we analyse the everyday, material practices of gathering, presenting, and contesting expertise in relation to security. Second, the article analyses new case material and a particular kind of knowledge – namely, security knowledge and terrorism expertise – to identify patterns in what is deemed relevant for the court.","https://www.proquest.com/docview/2531322411?accountid=11077&bdid=92773&_bd=eETsc%2Ft95VJXIVRFV1Dmqjbjj3c%3D","https://doi.org/10.1111/jols.12294"
"TRAVELING TO VIOLENCE: THE CASE FOR A MOBILITY-BASED SPATIAL TYPOLOGY OF HOMICIDE","","Tita, George; Griffiths, Elizabeth","The Journal of Research in Crime and Delinquency","Scholarly Journals","","42","3","2005-08-01","Aug 2005","275","","275-308","00224278","","","ENG","According to routine activities theory, crime is the result of an intersection between victims and offenders in both time and space. We introduce a spatial typology that identifies five combinations of victim and offender mobility to homicide incident locations: internal, predatory, intrusion, offense mobility, and total mobility types. The authors' argue that the joint mobility pattern of the victim and offender is the mechanism underlying routine activities theory, and made explicit by the spatial typology. Using information on the 420 homicides in Pittsburgh, Pennsylvania, between 1987 and 1995, we demonstrate that the majority of homicides involve at least some mobility on the part of victims and/or offenders. Our results also indicate that mobility to homicide incident locations is most associated with event characteristics such as motive, rather than with characteristics of the participants. With most offenders committing the homicide outside of their own neighborhood, levels of lethal violence in a community are influenced more by the interaction among nonlocal participants than by the violent actions of local residents. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/198438307?accountid=11077&bdid=92773&_bd=hUQe3i92Ybw52mGgbEZ1rApCjuM%3D","https://doi.org/10.1177/0022427804270051"
"A CRIMINAL COMMODITY CONSENSUS: THE COLONIALITY OF STATE POWER, STATE CRIME AND THE TRANSFORMATION OF PROPERTY RELATIONS IN MEXICO","","Jenss, Alke","State Crime","Scholarly Journals","","7","2","2018-10-01","Autumn 2018","306","","","20466056","","","ENG","Mexican human rights organizations accuse the Mexican military and federal police of having taken part in tens of thousands of forced disappearances in the last decade. Curiously, the regions in which people disappear are also sites of displacement and changing patterns of land tenure and production. Yet, property relations are seldom a topic of studies on illegal state activities. Through a state theory lens, including Aníbal Quijano's notion of coloniality of power, this article examines conflicts between private property and communal land tenure such as ejidos in Mexico, as two different property regimes. The article aims to show how the state ensemble not only removes legal protection for communal tenure but also mobilizes legal as well as illegal means to force the change of communal lands into private property. Beyond that, the article also aims to show how these changes in land tenure regulation intersect with the Mexican War on Drugs.","https://www.proquest.com/docview/2163338261?accountid=11077&bdid=92773&_bd=xlee58JDoz9BkgvjoiIS8J%2F8t40%3D",""
"Where Do Ex-Offenders Find Jobs? An Industrial Profile of the Employers of Ex-Offenders in Virginia","","Lichtenberger, Eric","Journal of Correctional Education","Scholarly Journals","","57","4","2006-12-01","Dec 2006","297","","297-311","07402708","","","ENG","Based on an examination of the earnings records of ex-offenders released from Virginia correctional institutions from fiscal year 1999 to 2003, this article provides an industrial profile testing the presumption that most ex-offenders are only able to find employment in low-level occupations, with low rates of job retention, and limited customer contact Data related to both ex-offenders and their respective employers were categorized using the North American Industrial Classification System (NAICS) and as a result, overall employment, full-time employment, and earnings patterns were identified for each industry. When available, data regarding the entire workforce were used for comparison purposes. The information provided in this article could be used by transition coordinators in job placement activities. Furthermore, correctional education administrators could use this information for the following purposes: 1) allocating resources to the vocational areas where ex-offenders are more likely to find employment, 2) cultivating relationships with employers most likely to hire exoffenders, and 3) influencing major employers who do not have histories of hiring exoffenders to change their human resource practices. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/229825372?accountid=11077&bdid=92773&_bd=IWmNbpeXC8m6Z4n1M4E0Ax7kHks%3D",""
"TRANSITORY MOBILITY, CULTURAL HETEROGENEITY, AND VICTIMIZATION RISK AMONG YOUNG MEN OF COLOR: INSIGHTS FROM AN ETHNOGRAPHIC STUDY IN CAPE TOWN, SOUTH AFRICA","","Lindegaard, Marie Rosenkrantz; Miller, Jody; Reynald, Danielle M","Criminology","Scholarly Journals","","51","4","2013-11-01","Nov 2013","967","","","00111384","","","ENG","The coupling of racial and economic stratification has been found to result in a range of adverse outcomes for youth of color, including disproportionate exposure to violence and victimization. Primary explanations of these patterns, particularly at the micro-level, have focused on the impact of street culture. In this article, we draw from a multiyear ethnography in Cape Town, South Africa, to offer a theoretical elaboration of the place of culture in contributing to victimization risks among urban minority young men. The study is based on data collected from a sample of 26 young men of color who lived on the Cape Flats between 2003 and 2006. Using grounded theory methods, we suggest the import of unequal access to spatial mobility as a multifaceted means by which culture mediates young men's risks for victimization in disadvantaged communities. We find that transitory mobility -- conceptualized as youth's temporary access to cultural spaces outside their segregated residential neighborhoods -- is an important source of cultural heterogeneity in townships that can intensify the strength of local social identities and outgroup antipathies directed at those whose mobility is perceived as a cultural threat. Transitorily mobile young men's cultural repertoires are a key facet of street efficacy that can either insulate them from risk or heighten their vulnerabilities. Our findings are suggestive of important sources of variation in young men's victimization outcomes in disadvantaged communities, offering insights about factors that shape risks beyond those linked to the victim-offender overlap in high-risk settings. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/1466312559?accountid=11077&bdid=92773&_bd=0DyaUdZ0b7NbNzhgp34pSK9Cigo%3D","https://doi.org/10.1111/1745-9125.12025"
"The Influence of Purchase Price and Ownership Levels on Theft Targets","The Example of Domestic Burglary","Wellsmith, Melanie; Burrell, Amy","The British Journal of Criminology","Scholarly Journals","","45","5","2005-09-01","Sep 2005","741","","741-764","00070955","","","ENG","In this paper, we use police recorded crime data and purchase price information to investigate patterns in property stolen during domestic burglaries. We test the hypotheses that frequently stolen items are 'CRAVED' (Clarke 1999) and that the levels at which items are stolen vary over time, according to a product's position in the consumer goods life cycle of innovation, growth, mass market, saturation (Felson and Clarke 1998). We focus on audio-visual equipment and mobile telephones, comparing the trends with those for cash. The results show that the prevalence of theft of the products considered has changed significantly over the period studied, consistent with the life cycle hypothesis. The crime prevention implications of these findings are discussed and suggestions for further research considered.[PUBLICATION ABSTRACT]","https://www.proquest.com/docview/199345640?accountid=11077&bdid=92773&_bd=Yq%2FIC65fTVYeHblAKLdOU2umIOk%3D",""
"Simulating spatial crime patterns: What do we learn in standard ecological studies of crime?","","Hipp, John R","Journal of Criminal Justice","Scholarly Journals","","70","","2020-09-01","Sep/Oct 2020","1","","","00472352","","","ENG","Objectives Given the spatial nature of offender and target behavior, what do standard ecological studies of crime aggregating measures to different geographic units actually tell us? Methods This study used a simple stylized simulation model of crime patterns based on offenders, an exponential distance decay function based on Euclidean distance to capture their typical mobility patterns when committing offenses, and immobile targets. Results There were four key results. First, although a measure of targets can explain much of the variance in micro-level models, knowing where offenders live, and their typical distances traveled to offending, greatly improved the model performance. Second, accounting for the typical spatial movement of offenders before aggregating to larger units produces better results based on explanatory power. Third, the explanatory power of targets alone was much weaker when aggregating to larger units despite the fact that the simulated model of crime events was entirely based on micro processes, highlighting that variance explained is distinct from causal processes. Fourth, knowing how offenders behave in target-rich versus target-poor environment impacts the results considerably. Conclusions The findings demonstrated the consequences of a spatially explicit model of offender and target behavior for ecological studies of crime that aggregate measures to geographic units that are either at the micro-, meso-, or macro-level.","https://www.proquest.com/docview/2506560808?accountid=11077&bdid=92773&_bd=MHicEBY1vWfKSNb1oUkEQXjC2vQ%3D","https://doi.org/10.1016/j.jcrimjus.2020.101727"
"Criminal nomadism: A neglected dimension of spatial mobility in sex offending","","Michaud, Patrick; Beauregard, Eric; Proulx, Jean","Journal of Criminal Justice","Scholarly Journals","","81","","2022-07-01","Jul/Aug 2022","1","","","00472352","","","ENG","Purpose This study investigates criminal nomadism-an individual's propensity to engage in continuous or intermittent interurban travel as a way to cope with the consequences of their criminal lifestyle and/or as a strategy to adapt to the reality of being a ""career criminal."" Methods The criminal-career itinerary across Canada of 448 men convicted of sex offenses was reconstructed through individual interviews and analysis of detailed criminal records. Five distinct components of criminal nomadism (i.e., trips, nodes, paths, range, and mesolevel activity space), inspired by crime pattern theory, are suggested and analyzed. Results Results show that criminal nomadism is the reality of young and educated Whites who have a prolific criminal career interspersed with long incarceration sentences. Nomadic offenders did not wander freely and randomly, but rather seemed to be looking for opportunities and privacy. Sex-offending variables did not make a significant contribution to predictions, suggesting that criminal nomadism is more a general offending phenomenon than something specific to sex offending. Conclusions This study provides supporting evidence that an extensive criminal career is generally associated with a geographically scattered and nomadic lifestyle. Implications for public policies and future studies are discussed.","https://www.proquest.com/docview/2687832984?accountid=11077&bdid=92773&_bd=OzqMV0gRGwoyRSF%2FyRJ%2BMan9P%2F4%3D","https://doi.org/10.1016/j.jcrimjus.2022.101928"
"Inequality: Causes and Consequences","","Neckerman, Kathryn M; Torche, Florencia","Annual Review of Sociology","Scholarly Journals","","33","","2007-01-01","2007","335","","","03600572","","","ENG","The increase in economic disparities over the past 30 years has prompted extensive research on the causes and consequences of inequality both in the United States and, more recently, globally. This review provides an update of research on the patterns and causes of economic inequality in the United States, including inequality of earnings, wealth, and opportunity. We also explore the social and political consequences of inequality, particularly in the areas of health, education, crime, social capital, and political power. Finally, we spotlight an emerging literature on world inequality, which examines inequality trends within as well as across nations. Sociologists can advance research on inequality by bringing discipline-based expertise to bear on the organization and political economy of firms and labor markets, the pathways through which inequality has an effect, and the social, political, and cultural contingencies that might modify this effect. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/199615572?accountid=11077&bdid=92773&_bd=AXWzA%2FPMiHV79wjhwOW1gIAJZ64%3D","https://doi.org/10.1146/annurev.soc.33.040406.131755"
"Towards a pattern in mass violence participation? An analysis of Rwandan perpetrators' accounts from the 1994 genocide","","Tanner, Samuel","Global Crime","Scholarly Journals","","12","4","2011-11-01","2011","266","","","17440572","","","ENG"," In this article, I focus on the logic whereby a group of eight Hutu became involved in mass violence during the 1994 Rwandan genocide. This process is considered as a sequence of meaningful events that progressively shaped the actors' frame of analysis. As such, each sequence brings a new qualitative reality which, in turn, constitutes the platform upon which the involvement in, and the perpetration of, mass violence become acceptable and legitimate in the eyes of the perpetrators. Based on both Howard S. Becker's notion of career and Roger Petersen's analysis of resistance and rebellion, I disaggregate the entire process of participation in mass violence into a sequence of six mechanisms, generating two main phases. The first one, mobilisation, refers to the movement from a neutral state to a mobilised state. The second phase, collective action, covers the drift from mobilisation to action, namely, killings. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/893892753?accountid=11077&bdid=92773&_bd=2W0k9fNd5dNkVA0txokX6UUy1NQ%3D","https://doi.org/10.1080/17440572.2011.616054"
"The Risk Where We Live","","Figlio, Robert M","Security Management","Trade Journals","","35","11","1991-11-01","Nov 1991","88","","88","01459406","","","ENG","Rural, urban, and suburban areas vary widely in patterns of criminal behavior.  The assertion that crime and place vary and are interrelated is now known as the ecological approach.  Researchers have shown that land use patterns cause population shifts, which can then produce a change in the criminal activity of the area.  Recent studies have shown that crime and residential and commercial activity are definitely related and that crime is related to changes in the spatial mobility of criminals.  Crime is also related to population characteristics, physical environmental factors, and mobility patterns.  Studies based on the National Crime Survey of victims show that the extent of urbanism, housing density, and poverty are significant predictors of violent and property crime.  However, crime in the suburbs is now a relevant concern for crime control agencies.  A general crime risk assessment places all sites into a common context - the US average - and makes it possible to perform rational, objective comparisons of crime potentials in larger, multisite operations.","https://www.proquest.com/docview/231116675?accountid=11077&bdid=92773&_bd=8Atc8B2uoNipOMm51i7tjnZGCbc%3D",""
"Sex Offender Mobility: An Application of Crime Pattern Theory Among Child Sex Offenders","","Mogavero, Melanie C; Ko-Hsin, Hsu","Sexual Abuse","Scholarly Journals","","30","8","2018-12-01","Dec 2018","908","931","908-931","10790632","","","ENG","Sex offenders are a heterogeneous group and exhibit various offense patterns. Often the location where the offender committed the offense is different from where the offender encountered their victim. Applying crime pattern theory, this study sought to understand if the type of location, victim, and situational characteristics could predict whether an offender would commit the sexual offense in a different and more secluded location than where he first encountered the victim. Among a sample of 114 incarcerated sex offenders, the results showed that offenders who contacted their victims in locations where children are known to congregate were more than 4 times more likely to travel to a more secluded location to complete the sexual offense. Those who used noncoercive strategies (e.g., bribes, seduction) during the offense process were approximately 7 times more likely to travel to a more secluded location that those who did not. Policy implications of the findings are discussed.","https://www.proquest.com/docview/2127519531?accountid=11077&bdid=92773&_bd=Z8qa1Tk8SQbNZiu%2Fr4%2B9rCy1llo%3D","https://doi.org/10.1177/1079063217712219"
"Crime and Institutional Response: A Study of Mobile Snatching and Street Assaults in Pakistan","","Salahuddin, Asad","Pakistan Journal of Criminology","Scholarly Journals","","6","2","2014-07-01","Jul-Dec 2014","43","","43-52","20742738","","","ENG"," Crime rates seem to be severely augmenting over the past several years in Pakistan which has perpetuated concerns as to what, when and how this upsurge will be eradicated. State institutions are supposed to be in utmost perplexity, given the enormity of worsening law and order situation, compelling government on the flip side to expend more resources in strengthening institutions to confront crime, whereas, the economy has been confronted with massive energy crisis, mass unemployment and considerable inflation which has rendered most of the people into articulate apprehension as to how to satisfy basic necessities. A framework to investigate the variability in the rising street crimes, as affected by social and institutional outcomes, has been established using a cross sectional study. Questionnaire, entailing seven sections incorporating numerous patterns of behavior and history of involvement in different crimes for potential street criminals was observed as data collection instrument. In order to specifically explicate the intent of street crimes on micro level, various motivational and de-motivational factors that stimulate people to resort to street crimes were scrutinized. Intent of mobile snatching and intent of street assault as potential dependent variables were examined using numerous variables that influence the occurrence and intent of these crimes using ordered probit along with ordered logit and tobit as competing models. Model Estimates asserts that intent of mobile snatching has been significantly enhanced owing to perceived judicial inefficiency and lower ability of police reforms to operate effectively, which signifies the inefficiency of institutions that are entitled to deliver justice and maintaining law and order respectively. Whereas, intent of street assaults, as an outcome, affirms that people with lack of self-stability and severe childhood punishments were more tempted to be involved in violent acts.","https://www.proquest.com/docview/1764123230?accountid=11077&bdid=92773&_bd=iZgZSLduxj8EQCYHvWSBt1PwQ2I%3D",""
"Violent crime and the spatial dynamics of neighborhood transition: Chicago, 1970-1990","","Morenoff, Jeffrey D; Sampson, Robert J","Social Forces","Scholarly Journals","","76","1","1997-09-01","Sep 1997","31","","31-64","00377732","","","ENG","Integrating ecological, demographic, and criminological theory, Morenoff and Sampson examine the role of violent crime and socioeconomic disadvantage in triggering population decline in Chicago neighborhoods from 1970 to 1990.","https://www.proquest.com/docview/229870580?accountid=11077&bdid=92773&_bd=Uk%2BPZDcx6lAV%2Bpf2Jkf%2BducxY9A%3D","https://doi.org/10.1093/sf/76.1.31"
"Does the mobility of foreign offenders fit the general pattern of mobility?","","Van Daele, Stijn; Vander Beken, Tom; Bruinsma, Gerben JN","European Journal of Criminology","Scholarly Journals","","9","3","2012-05-01","May 2012","290","","","14773708","","","ENG","Research on offender mobility is directed to three main elements: distance, anchor points, and direction. Previous research in geographical criminology has revealed that: (1) the journey to crime is limited in distance and follows a distance decay pattern; (2) the home of the offender plays a central role as the starting point of crime trips; and (3) the direction of the trip is influenced by the opportunities to commit crimes. The findings are more or less accepted as 'laws' in the field. However, research on offender mobility is often limited by its method, data and sample of arrested offenders. This study, in contrast, investigated a sample of arrested foreign offenders (East Europeans) who were staying temporarily in Belgium. They lack the space awareness and routine activities of residential offenders. Using multiple methods and data, including police statistics, case file analysis and offender interviews, we investigated the travelling patterns of these offenders both quantitatively and qualitatively. The findings demonstrate that: (1) the degree of distance decay is much more moderate than generally found in the literature; (2) the official living address plays hardly any role at all as an anchor point; and (3) these offenders travel away from opportunity structures, which is different from the routine activity patterns of Belgian offenders. Overall, our findings indicate that offender mobility does not fit the accepted general pattern or 'laws' as assumed in previous research. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/1017659943?accountid=11077&bdid=92773&_bd=KjtApskm8YZOtUT7TeJH0qh1fdk%3D","https://doi.org/10.1177/1477370812440065"
"Network Infrastructures in the Dark Web","","Teixeira, Octávio Miguel Silveira","PQDT - Global","Dissertations & Theses","","","","2021-01-01","2021","","","","","","9798837565878","ENG","With the appearance of the Internet, open to everyone in 1991, criminals saw a big opportunity in moving their organisations to the World Wide Web, taking advantage of these infrastructures as it allowed higher mobility and scalability. Later on, in the year 2000, the first system appeared, creating what is known today as the Dark Web. This layer of the World Wide Web became quickly the option to go when criminals wanted to sell and deliver content such as match-fixing, children pornography, drugs market, guns market, etc. This obscure side of the Dark Web, makes it a relevant topic to study in order to tackle this huge network and help to identify these malicious activities and actors.In this master thesis, it is shown through the study of two datasets from the Dark Web, that we are surrounded by capable technologies that can be applied to these types of problems in order to increase our knowledge about the data and reveal interesting characteristics in an interactive and useful way. One dataset has 10 000 relations from domains living in the Dark Web, and the other dataset has thousands of data from just 11 specific domains from the Dark Web.We reveal detailed information about each dataset by applying di↵erent analysis and data mining algorithms. For the first dataset we studied domains availability patterns with temporal analysis, we categorised domains with machine learning neural networks and we reveal the network topology and nodes relevance with social networks analysis and core-periphery model. Regarding the second dataset, we created a cross matching information web graph and applied a name entity recognition algorithm which ended in a tool for identifying entities within dark web’s domains. All of these approaches culminated in an interactive web application where we publicly not only display the entire research but also the tools developed along with the project (https://darkor.org).","https://www.proquest.com/docview/2700780630?accountid=11077&bdid=92773&_bd=a6K2d3VI%2BsJq9gp5xgXFXBbyF9Q%3D",""
"Home again, home again: Incarceration, residential mobility, and neighborhood destinations","","Warner, Cody","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2013-01-01","2013","","","","","","978-1-339-16672-8","ENG","Presently, 1 of every 200 American adults is confined in a state or federal prison. The vast majority of these prisoners are eventually released, and each year approximately 700,000 convicted offenders leave prisons and return to communities across the country. Where they go after prison is an important part of the community reentry and reintegration process. Ex-inmates who move frequently after prison or who live in poor and disadvantaged neighborhoods are more likely to recidivate and return to prison. While it is generally recognized that housing and residential characteristics are important during reentry, little is known about the actual residential mobility patterns of individuals with a history of incarceration. The current study uses nationally representative longitudinal data to examine how incarceration (and especially life after release) impacts individual residential mobility behavior. I draw on core perspectives of stratification and attainment to place incarceration alongside other life events known to be correlated with residential mobility. I find that, like many life events, incarceration creates short-term residential mobility. However, in contrast to events like marriage and homeownership, which foster residential stability, incarceration contributes to long-term patterns of residential instability. The difference in observed mobility between survey respondents with and without a history of incarceration becomes larger across time. With this information in mind, I then examine if ex-inmate mobility patterns are associated with upward or downward social mobility (or locational attainment). Housing careers of non-inmates generally move in an upward direction, as individuals and households use residential mobility to match their residences to evolving housing needs. I argue that incarceration might block or even reverse this process, ultimately trapping ex-inmates in poor and disadvantaged neighborhoods. I find that incarceration is associated with downward mobility into poor neighborhoods, but is unrelated to upward mobility out of them. I close by noting the implications and contributions of my findings, some important study limitations, and highlighting areas for future research.","https://www.proquest.com/docview/1733665618?accountid=11077&bdid=92773&_bd=c7s4EH7qy%2FHKzPCLNFI%2BGJhH4II%3D",""
"Organized fraud and organizing frauds","Unpacking research on networks and organization","Levi, Michael","Criminology & Criminal Justice : CCJ","Scholarly Journals","","8","4","2008-11-01","Nov 2008","389","","389-419","17488958","","","ENG","This article examines the settings for frauds in the context of crime networks, fraud opportunities and of a victim-centric typology of fraud. It demonstrates the variety of actors, settings and the variable need for knowing collaboration between co-offenders in frauds of different types. It explores what is known about those involved in the organization of some forms of frauds; how they find both co-offenders and victims in face-to-face and remote settings; and the barriers to growth of the `fraud business'. It concludes that the globalization of crime is part of contingent relationships between settings, with their rich and varied opportunities (reflecting patterns of business, consumer and investment activities), the variable abilities of would-be perpetrators to recognize and act on those opportunities (the `crime scripts' perspective), and their interactions with controls (including, but not restricted to, law enforcement). Constructs of `organized crime' are becoming less obsessed with the structure of groups than with what people need from the largely illicit and largely licit worlds before they commit fraud. Although some frauds are committed by generic transnational `organized crime' networks, others are merely mobile small groups or individuals who can transplant techniques wherever they go; and others still commit very large one-off frauds without a need for long-term or any involvement in `organized crime'.","https://www.proquest.com/docview/1928189324?accountid=11077&bdid=92773&_bd=IbZTB%2BKM65Nwjff9zceuVSr0%2BDg%3D","https://doi.org/10.1177/1748895808096470"
